status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_(inr),date_recorded
Employed,45-54,Masters,Tech,Urban,High,25.0,77200.0,2026-08-02
Employed,25-34,High School,Tech,Urban,Low,11.0,126300.0,2026-08-03
Employed,25-34,Bachelors,Finance,Delhi,High,16.0,120300.0,2026-08-04
Unemployed,55+,Ph.D,Retail,Hyderabad,Low,7.0,65800.0,2026-08-05
Employed,55+,Bachelors,Health,Suburban,Medium,10.0,77200.0,2026-08-06
Employed,18 To 24,Master,Health,Mumbai,Medium,16.0,77200.0,2026-08-07
Employed,18 To 24,Phd,Technology,Suburban,High,16.0,100300.0,2026-08-08
Employed,35 - 44,Bachelors,Finance,Urban,Moderate,16.0,74300.0,2026-08-09
Employed,35 - 44,Masters,Technology,Bangalore,Moderate,16.0,77100.0,2026-08-10
Employed,18 To 24,High School,Retail,Delhi,Medium,16.0,91200.0,2026-08-11
Employed,18-24,High School,Technology,Mumbai,Low,10.0,51800.0,2026-08-12
Unemployed,45-54,Master,Technology,Mumbai,High,16.0,90700.0,2026-08-13
Employed,18 To 24,Master,Finance,Delhi,High,25.0,103400.0,2026-08-14
Unemployed,35 - 44,Masters,Health,Delhi,Low,16.0,24500.0,2026-08-15
Employed,35 - 44,Bachelor'S,Retail,Rural,Medium,16.0,42200.0,2026-08-16
Unemployed,25-34,Ph.D,Retail,Bangalore,Low,20.0,6700.0,2026-08-17
Employed,18-24,Bachelors,Health,Bangalore,Medium,16.0,137000.0,2026-08-18
Unemployed,18 To 24,Masters,Finance,Suburban,High,14.0,97800.0,2026-08-19
Employed,35 - 44,Phd,Tech,Mumbai,Low,16.0,69800.0,2026-08-20
Employed,35 - 44,Master,Healthcare,Rural,High,16.0,39000.0,2026-08-21
Unemployed,18 To 24,Bachelor'S,Retail,Urban,Moderate,16.0,85800.0,2026-08-22
Employed,55+,Diploma,Retail,Rural,High,15.0,56400.0,2026-08-23
Unemployed,25_34,High School,Retail,Urban,Low,10.0,78100.0,2026-08-24
Employed,18-24,Masters,Retail,Rural,High,16.0,46100.0,2026-08-25
Unemployed,45-54,Bachelors,Fintech,Bangalore,High,16.0,36400.0,2026-08-26
Unemployed,35 - 44,Bachelors,Technology,Delhi,High,16.0,12500.0,2026-08-27
Unemployed,18-24,Masters,Retail,Delhi,Moderate,18.0,91800.0,2026-08-28
Unemployed,18 To 24,Master,Healthcare,Bangalore,Low,16.0,83800.0,2026-08-29
Employed,55+,Diploma,Education,Mumbai,Low,16.0,77200.0,2026-08-30
Employed,25-34,High School,Education,Bangalore,High,16.0,64900.0,2026-08-31
Unemployed,18-24,Bachelors,Fintech,Urban,High,21.0,100700.0,2026-09-01
Employed,18-24,High School,Healthcare,Rural,High,16.0,66400.0,2026-09-02
Unemployed,25_34,Bachelor'S,Tech,Mumbai,Moderate,11.0,92000.0,2026-09-03
Unemployed,18 To 24,Ph.D,Education,Suburban,Moderate,16.0,55500.0,2026-09-04
Unemployed,55+,Ph.D,Education,Rural,Moderate,18.0,12700.0,2026-09-05
Employed,45-54,Diploma,Technology,Suburban,High,18.0,44400.0,2026-09-06
Unemployed,18 To 24,Master,Healthcare,Rural,Low,8.0,116200.0,2026-09-07
Employed,18 To 24,Phd,Finance,Bangalore,Moderate,16.0,73900.0,2026-09-08
Employed,18 To 24,High School,Retail,Bangalore,High,16.0,85700.0,2026-09-09
Unemployed,35 - 44,Diploma,Education,Mumbai,High,16.0,77200.0,2026-09-10
Employed,18 To 24,High School,Finance,Bangalore,High,16.0,77200.0,2026-09-11
Employed,18 To 24,Masters,Retail,Bangalore,Low,16.0,85300.0,2026-09-12
Employed,55+,Bachelors,Retail,Suburban,High,16.0,93500.0,2026-09-13
Unemployed,35 - 44,Master,Retail,Delhi,High,3.0,88100.0,2026-09-14
Employed,25_34,Ph.D,Fintech,Bangalore,High,16.0,77200.0,2026-09-15
Employed,45-54,Masters,Retail,Urban,High,18.0,77200.0,2026-09-16
Unemployed,45-54,Bachelor'S,Healthcare,Rural,Moderate,13.0,72700.0,2026-09-17
Employed,45-54,Masters,Healthcare,Delhi,High,16.0,27300.0,2026-09-18
Unemployed,18-24,Bachelors,Retail,Urban,High,26.0,127000.0,2026-09-19
Unemployed,25_34,High School,Fintech,Urban,Low,16.0,57900.0,2026-09-20
Employed,18 To 24,Masters,Healthcare,Mumbai,Medium,16.0,11000.0,2026-09-21
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8.0,42200.0,2026-09-22
Unemployed,18-24,Bachelors,Healthcare,Delhi,Moderate,20.0,77200.0,2026-09-23
Unemployed,18-24,High School,Retail,Urban,High,16.0,49000.0,2026-09-24
Employed,25-34,Masters,Retail,Mumbai,Low,9.0,19100.0,2026-09-25
Unemployed,18 To 24,Ph.D,Education,Delhi,Moderate,16.0,77200.0,2026-09-26
Employed,55+,Diploma,Fintech,Bangalore,Low,16.0,77200.0,2026-09-27
Unemployed,18-24,Phd,Retail,Delhi,Medium,18.0,75900.0,2026-09-28
Employed,25_34,Bachelors,Retail,Rural,High,16.0,118400.0,2026-09-29
Unemployed,18 To 24,Master,Tech,Urban,Low,16.0,77200.0,2026-09-30
Employed,25-34,Ph.D,Retail,Mumbai,Low,16.0,131100.0,2026-10-01
Unemployed,18 To 24,Diploma,Fintech,Delhi,Medium,16.0,77200.0,2026-10-02
Unemployed,18 To 24,Bachelors,Retail,Suburban,Low,16.0,126100.0,2026-10-03
Employed,25_34,Master,Finance,Delhi,High,22.0,71500.0,2026-10-04
Employed,18 To 24,High School,Education,Bangalore,Moderate,6.0,45400.0,2026-10-05
Employed,45-54,Bachelors,Healthcare,Mumbai,Medium,5.0,75400.0,2026-10-06
Unemployed,45-54,Ph.D,Retail,Delhi,High,16.0,92500.0,2026-10-07
Unemployed,18 To 24,Bachelor'S,Tech,Delhi,Low,28.0,39500.0,2026-10-08
Employed,18-24,Bachelor'S,Retail,Rural,Low,16.0,45200.0,2026-10-09
Unemployed,25_34,Bachelor'S,Education,Rural,Low,24.0,77200.0,2026-10-10
Employed,55+,Bachelor'S,Retail,Mumbai,Low,16.0,135200.0,2026-10-11
Employed,18 To 24,Diploma,Education,Delhi,Low,16.0,44600.0,2026-10-12
Employed,18-24,Diploma,Education,Rural,Low,20.0,96900.0,2026-10-13
Unemployed,18 To 24,Bachelors,Technology,Bangalore,High,20.0,94400.0,2026-10-14
Employed,25_34,Master,Health,Hyderabad,High,25.0,9800.0,2026-10-15
Employed,55+,Bachelors,Technology,Hyderabad,High,16.0,77200.0,2026-10-16
Employed,55+,Phd,Fintech,Mumbai,Low,16.0,114400.0,2026-10-17
Employed,18 To 24,Diploma,Health,Urban,High,16.0,118000.0,2026-10-18
Unemployed,18-24,High School,Finance,Bangalore,Medium,16.0,77200.0,2026-10-19
Employed,55+,Bachelors,Retail,Suburban,Medium,16.0,19900.0,2026-10-20
Employed,45-54,Bachelors,Retail,Mumbai,High,2.0,77200.0,2026-10-21
Employed,25_34,High School,Retail,Mumbai,Low,5.0,133700.0,2026-10-22
Unemployed,25_34,Phd,Retail,Urban,Medium,16.0,77200.0,2026-10-23
Employed,18 To 24,Bachelors,Retail,Urban,Low,3.0,62000.0,2026-10-24
Employed,25_34,Bachelors,Tech,Urban,High,19.0,77200.0,2026-10-25
Unemployed,18 To 24,Phd,Retail,Bangalore,Low,21.0,141000.0,2026-10-26
Unemployed,18-24,Bachelor'S,Technology,Urban,High,16.0,58500.0,2026-10-27
Employed,18 To 24,High School,Retail,Urban,Moderate,20.0,15600.0,2026-10-28
Employed,45-54,Master,Health,Hyderabad,High,16.0,12600.0,2026-10-29
Unemployed,45-54,High School,Retail,Bangalore,Medium,26.0,39400.0,2026-10-30
Unemployed,18 To 24,High School,Technology,Suburban,Moderate,30.0,52100.0,2026-10-31
Unemployed,55+,Bachelors,Education,Bangalore,High,16.0,18500.0,2026-11-01
Unemployed,18 To 24,Bachelors,Health,Bangalore,Low,16.0,95300.0,2026-11-02
Employed,18 To 24,Masters,Fintech,Urban,High,30.0,68900.0,2026-11-03
Unemployed,18 To 24,Ph.D,Finance,Urban,Medium,0.0,80500.0,2026-11-04
Employed,35 - 44,Bachelor'S,Health,Rural,Low,10.0,77200.0,2026-11-05
Employed,25_34,High School,Finance,Urban,Low,16.0,52500.0,2026-11-06
Unemployed,18 To 24,Diploma,Fintech,Urban,High,20.0,80400.0,2026-11-07
Unemployed,45-54,Master,Health,Delhi,High,16.0,74800.0,2026-11-08
Employed,18 To 24,High School,Retail,Bangalore,High,16.0,141700.0,2026-11-09
Unemployed,25-34,Bachelors,Tech,Suburban,High,16.0,77200.0,2026-11-10
Unemployed,35 - 44,High School,Retail,Hyderabad,High,16.0,14000.0,2026-11-11
Unemployed,18 To 24,Diploma,Education,Rural,Medium,16.0,77200.0,2026-11-12
Employed,55+,Bachelors,Retail,Bangalore,Moderate,16.0,77200.0,2026-11-13
Employed,25-34,Phd,Healthcare,Suburban,High,8.0,45700.0,2026-11-14
Unemployed,18-24,High School,Fintech,Urban,Low,16.0,44000.0,2026-11-15
Unemployed,18 To 24,Master,Technology,Mumbai,Medium,16.0,126100.0,2026-11-16
Unemployed,18-24,High School,Finance,Suburban,Low,16.0,77200.0,2026-11-17
Unemployed,18 To 24,Ph.D,Retail,Mumbai,Moderate,16.0,141500.0,2026-11-18
Unemployed,18-24,Master,Healthcare,Urban,Medium,16.0,9700.0,2026-11-19
Unemployed,35 - 44,Bachelor'S,Retail,Urban,High,16.0,30500.0,2026-11-20
Unemployed,35 - 44,High School,Retail,Rural,Low,5.0,63300.0,2026-11-21
Employed,55+,Diploma,Technology,Hyderabad,High,24.0,100000.0,2026-11-22
Unemployed,25_34,Diploma,Retail,Bangalore,High,16.0,145200.0,2026-11-23
Unemployed,18-24,High School,Fintech,Mumbai,Low,16.0,77200.0,2026-11-24
Employed,45-54,Phd,Fintech,Bangalore,High,24.0,22000.0,2026-11-25
Employed,18-24,High School,Health,Urban,High,12.0,77200.0,2026-11-26
Unemployed,18 To 24,Bachelor'S,Tech,Suburban,High,16.0,116100.0,2026-11-27
Unemployed,18-24,Phd,Health,Rural,Low,24.0,122900.0,2026-11-28
Unemployed,18-24,Bachelors,Retail,Suburban,High,22.0,19800.0,2026-11-29
Unemployed,18 To 24,Masters,Healthcare,Hyderabad,Low,16.0,77200.0,2026-11-30
Employed,18-24,Phd,Health,Rural,High,16.0,123600.0,2026-12-01
Employed,18 To 24,Bachelors,Finance,Suburban,Medium,16.0,27300.0,2026-12-02
Employed,25_34,Masters,Fintech,Hyderabad,Moderate,16.0,11500.0,2026-12-03
Employed,55+,Master,Retail,Bangalore,High,23.0,76200.0,2026-12-04
Unemployed,25_34,High School,Tech,Bangalore,Low,30.0,103900.0,2026-12-05
Unemployed,55+,High School,Technology,Mumbai,High,13.0,58900.0,2026-12-06
Employed,18 To 24,Ph.D,Tech,Hyderabad,High,16.0,44900.0,2026-12-07
Unemployed,25-34,Bachelors,Healthcare,Bangalore,High,18.0,122600.0,2026-12-08
Unemployed,25_34,High School,Finance,Suburban,Low,30.0,19300.0,2026-12-09
Employed,25_34,Diploma,Fintech,Delhi,Moderate,16.0,11700.0,2026-12-10
Employed,18 To 24,Ph.D,Retail,Rural,Moderate,16.0,117200.0,2026-12-11
Unemployed,18-24,Ph.D,Education,Hyderabad,Medium,16.0,143100.0,2026-12-12
Employed,25-34,Bachelors,Retail,Urban,Medium,16.0,98200.0,2026-12-13
Employed,45-54,Diploma,Technology,Bangalore,High,30.0,109500.0,2026-12-14
Employed,18-24,Diploma,Finance,Mumbai,High,28.0,124100.0,2026-12-15
Unemployed,18-24,High School,Retail,Delhi,High,1.0,10700.0,2026-12-16
Employed,55+,Ph.D,Healthcare,Urban,High,16.0,58300.0,2026-12-17
Unemployed,18 To 24,Master,Education,Bangalore,Low,5.0,77200.0,2026-12-18
Unemployed,55+,Diploma,Retail,Mumbai,Moderate,16.0,132200.0,2026-12-19
Unemployed,18 To 24,Ph.D,Tech,Suburban,High,16.0,77200.0,2026-12-20
Employed,35 - 44,Masters,Retail,Rural,Low,3.0,141500.0,2026-12-21
Unemployed,35 - 44,Bachelors,Healthcare,Urban,Moderate,10.0,142300.0,2026-12-22
Employed,18 To 24,Bachelors,Tech,Bangalore,Moderate,16.0,77200.0,2026-12-23
Employed,18-24,Bachelors,Tech,Bangalore,High,7.0,107400.0,2026-12-24
Employed,25_34,Bachelors,Retail,Mumbai,Low,6.0,31200.0,2026-12-25
Unemployed,18 To 24,Phd,Finance,Hyderabad,Low,25.0,76500.0,2026-12-26
Employed,18 To 24,Masters,Education,Hyderabad,Low,16.0,72700.0,2026-12-27
Employed,45-54,Master,Health,Rural,Low,6.0,60300.0,2026-12-28
Employed,45-54,High School,Retail,Urban,Low,12.0,113500.0,2026-12-29
Unemployed,18 To 24,Bachelors,Tech,Hyderabad,Moderate,28.0,51000.0,2026-12-30
Employed,25-34,Bachelor'S,Technology,Delhi,Low,29.0,146700.0,2026-12-31
Unemployed,18-24,Phd,Finance,Urban,High,16.0,34300.0,2027-01-01
Employed,25_34,Masters,Tech,Hyderabad,High,24.0,27900.0,2027-01-02
Employed,45-54,Phd,Healthcare,Urban,Low,4.0,77200.0,2027-01-03
Employed,45-54,Master,Retail,Delhi,High,1.0,51500.0,2027-01-04
Unemployed,35 - 44,Masters,Retail,Bangalore,Low,16.0,32800.0,2027-01-05
Employed,25-34,Master,Retail,Bangalore,Moderate,4.0,97900.0,2027-01-06
Unemployed,18-24,Masters,Fintech,Rural,High,16.0,104200.0,2027-01-07
Employed,35 - 44,Ph.D,Education,Hyderabad,High,16.0,77200.0,2027-01-08
Employed,18 To 24,Master,Fintech,Rural,Low,27.0,61300.0,2027-01-09
Unemployed,25-34,Bachelor'S,Retail,Bangalore,High,18.0,77200.0,2027-01-10
Unemployed,18-24,Bachelor'S,Fintech,Suburban,High,14.0,119300.0,2027-01-11
Unemployed,18 To 24,Ph.D,Health,Urban,Moderate,25.0,22100.0,2027-01-12
Employed,18 To 24,Ph.D,Tech,Rural,Low,16.0,46100.0,2027-01-13
Unemployed,55+,High School,Healthcare,Urban,Low,16.0,77200.0,2027-01-14
Unemployed,25_34,High School,Retail,Suburban,High,16.0,28700.0,2027-01-15
Employed,18 To 24,Bachelor'S,Retail,Urban,Low,26.0,62700.0,2027-01-16
Unemployed,18 To 24,High School,Retail,Suburban,Medium,16.0,93000.0,2027-01-17
Employed,18-24,Bachelors,Health,Suburban,Medium,16.0,52300.0,2027-01-18
Unemployed,45-54,Diploma,Retail,Urban,Low,16.0,147000.0,2027-01-19
Unemployed,25-34,Master,Finance,Urban,Low,14.0,77200.0,2027-01-20
Employed,55+,Ph.D,Retail,Urban,High,16.0,78600.0,2027-01-21
Unemployed,18 To 24,Bachelors,Tech,Mumbai,Low,16.0,77200.0,2027-01-22
Unemployed,25_34,High School,Retail,Suburban,High,22.0,114600.0,2027-01-23
Employed,55+,Diploma,Tech,Bangalore,High,16.0,94400.0,2027-01-24
Employed,35 - 44,Bachelors,Tech,Suburban,High,13.0,53300.0,2027-01-25
Unemployed,18 To 24,High School,Retail,Bangalore,Medium,16.0,21400.0,2027-01-26
Unemployed,35 - 44,Bachelors,Finance,Urban,Low,16.0,135700.0,2027-01-27
Unemployed,45-54,Ph.D,Technology,Bangalore,High,21.0,112400.0,2027-01-28
Unemployed,25-34,High School,Healthcare,Mumbai,Low,18.0,20700.0,2027-01-29
Unemployed,18 To 24,Bachelor'S,Retail,Hyderabad,Medium,16.0,77200.0,2027-01-30
Employed,45-54,High School,Tech,Suburban,High,16.0,50100.0,2027-01-31
Employed,18 To 24,Bachelors,Technology,Hyderabad,Medium,16.0,113000.0,2027-02-01
Unemployed,35 - 44,High School,Retail,Mumbai,High,16.0,77200.0,2027-02-02
Employed,35 - 44,Diploma,Retail,Bangalore,High,16.0,20900.0,2027-02-03
Employed,18 To 24,Bachelors,Finance,Rural,High,26.0,113400.0,2027-02-04
Unemployed,25-34,Diploma,Fintech,Rural,High,8.0,126000.0,2027-02-05
Employed,18-24,Bachelor'S,Retail,Delhi,Moderate,27.0,136600.0,2027-02-06
Employed,18 To 24,Bachelors,Fintech,Suburban,Medium,16.0,8400.0,2027-02-07
Employed,25-34,Bachelors,Retail,Urban,Low,18.0,143900.0,2027-02-08
Employed,35 - 44,Bachelors,Tech,Hyderabad,High,30.0,9400.0,2027-02-09
Unemployed,18-24,Diploma,Retail,Bangalore,Medium,5.0,77200.0,2027-02-10
Employed,18 To 24,High School,Fintech,Bangalore,High,9.0,80800.0,2027-02-11
Unemployed,25_34,Masters,Retail,Urban,High,11.0,66000.0,2027-02-12
Employed,25_34,Master,Healthcare,Delhi,Low,17.0,30000.0,2027-02-13
Unemployed,55+,Master,Retail,Urban,Low,16.0,99200.0,2027-02-14
Unemployed,55+,Master,Technology,Urban,High,18.0,146000.0,2027-02-15
Employed,35 - 44,Phd,Fintech,Rural,High,16.0,57600.0,2027-02-16
Employed,18 To 24,Diploma,Retail,Urban,High,13.0,95200.0,2027-02-17
Unemployed,45-54,Ph.D,Retail,Rural,Low,20.0,36100.0,2027-02-18
Unemployed,18-24,High School,Technology,Hyderabad,High,16.0,47300.0,2027-02-19
Unemployed,18-24,Master,Education,Urban,High,29.0,103200.0,2027-02-20
Unemployed,35 - 44,High School,Retail,Urban,High,26.0,77200.0,2027-02-21
Employed,45-54,Bachelor'S,Finance,Hyderabad,Medium,16.0,94000.0,2027-02-22
Employed,55+,Diploma,Retail,Rural,Moderate,16.0,35100.0,2027-02-23
Unemployed,55+,Bachelor'S,Finance,Suburban,High,16.0,104700.0,2027-02-24
Unemployed,35 - 44,Bachelor'S,Tech,Mumbai,Moderate,0.0,118800.0,2027-02-25
Employed,18 To 24,High School,Fintech,Urban,Medium,19.0,114300.0,2027-02-26
Employed,55+,Diploma,Finance,Rural,Moderate,16.0,77200.0,2027-02-27
Employed,35 - 44,Ph.D,Technology,Bangalore,Medium,24.0,77200.0,2027-02-28
Unemployed,18 To 24,Ph.D,Finance,Bangalore,Moderate,29.0,77200.0,2027-03-01
Employed,18 To 24,Diploma,Healthcare,Mumbai,High,16.0,95200.0,2027-03-02
Employed,18-24,Bachelor'S,Retail,Delhi,High,16.0,123900.0,2027-03-03
Employed,25-34,Bachelor'S,Retail,Hyderabad,High,29.0,136500.0,2027-03-04
Unemployed,18-24,Bachelors,Retail,Urban,Medium,12.0,105100.0,2027-03-05
Employed,18-24,High School,Retail,Bangalore,Medium,7.0,85100.0,2027-03-06
Employed,18-24,Phd,Health,Rural,High,7.0,100800.0,2027-03-07
Employed,18-24,Bachelors,Retail,Urban,High,16.0,27200.0,2027-03-08
Unemployed,18-24,Diploma,Technology,Mumbai,Moderate,0.0,51100.0,2027-03-09
Unemployed,55+,Bachelors,Fintech,Rural,High,7.0,79200.0,2027-03-10
Unemployed,45-54,Bachelors,Technology,Hyderabad,High,16.0,10700.0,2027-03-11
Employed,18 To 24,Diploma,Retail,Hyderabad,Medium,8.0,91300.0,2027-03-12
Unemployed,45-54,Bachelors,Health,Delhi,Low,16.0,65200.0,2027-03-13
Employed,55+,Masters,Retail,Urban,High,13.0,98700.0,2027-03-14
Employed,55+,Bachelors,Technology,Delhi,Medium,16.0,59500.0,2027-03-15
Unemployed,55+,Phd,Tech,Hyderabad,Low,1.0,138300.0,2027-03-16
Employed,18-24,High School,Retail,Rural,High,9.0,43500.0,2027-03-17
Employed,25_34,Ph.D,Finance,Bangalore,Moderate,16.0,9400.0,2027-03-18
Unemployed,18 To 24,Bachelors,Tech,Delhi,Medium,1.0,34800.0,2027-03-19
Employed,45-54,Bachelors,Healthcare,Mumbai,Low,24.0,126400.0,2027-03-20
Unemployed,18 To 24,High School,Education,Hyderabad,High,16.0,77200.0,2027-03-21
Unemployed,45-54,Bachelor'S,Healthcare,Urban,High,25.0,79900.0,2027-03-22
Unemployed,18 To 24,Diploma,Education,Hyderabad,High,16.0,69000.0,2027-03-23
Employed,25_34,Ph.D,Healthcare,Bangalore,High,16.0,101400.0,2027-03-24
Unemployed,25-34,High School,Technology,Hyderabad,High,2.0,46000.0,2027-03-25
Unemployed,35 - 44,High School,Healthcare,Urban,Low,16.0,131800.0,2027-03-26
Unemployed,18 To 24,High School,Tech,Mumbai,Low,16.0,149100.0,2027-03-27
Unemployed,18 To 24,Bachelors,Finance,Mumbai,High,16.0,35600.0,2027-03-28
Employed,25_34,Phd,Fintech,Rural,High,27.0,77100.0,2027-03-29
Unemployed,18 To 24,Bachelors,Healthcare,Suburban,Medium,16.0,56400.0,2027-03-30
Unemployed,25_34,Bachelor'S,Retail,Mumbai,High,18.0,83000.0,2027-03-31
Employed,18 To 24,Diploma,Tech,Suburban,High,10.0,21400.0,2027-04-01
Employed,18 To 24,High School,Tech,Mumbai,High,20.0,82600.0,2027-04-02
Employed,55+,Ph.D,Finance,Urban,Low,16.0,106100.0,2027-04-03
Employed,18 To 24,Diploma,Retail,Bangalore,High,17.0,77200.0,2027-04-04
Employed,25_34,High School,Fintech,Hyderabad,Low,24.0,29900.0,2027-04-05
Unemployed,25_34,Bachelors,Finance,Hyderabad,Moderate,16.0,125600.0,2027-04-06
Employed,45-54,Bachelors,Fintech,Mumbai,Moderate,16.0,77200.0,2027-04-07
Unemployed,55+,Diploma,Health,Hyderabad,Medium,16.0,22700.0,2027-04-08
Unemployed,18-24,High School,Fintech,Hyderabad,High,6.0,138500.0,2027-04-09
Employed,18-24,High School,Education,Bangalore,High,25.0,12100.0,2027-04-10
Employed,45-54,Master,Retail,Rural,Low,6.0,77200.0,2027-04-11
Unemployed,18 To 24,High School,Finance,Rural,High,1.0,19800.0,2027-04-12
Employed,25-34,High School,Technology,Bangalore,High,16.0,119600.0,2027-04-13
Unemployed,45-54,Bachelors,Retail,Delhi,Low,16.0,22500.0,2027-04-14
Employed,35 - 44,Bachelor'S,Retail,Rural,High,16.0,149300.0,2027-04-15
Employed,25-34,High School,Retail,Urban,Low,12.0,109300.0,2027-04-16
Employed,18-24,Bachelors,Education,Bangalore,High,16.0,112600.0,2027-04-17
Employed,25-34,Diploma,Technology,Mumbai,Low,15.0,132900.0,2027-04-18
Employed,25-34,Phd,Health,Urban,Medium,16.0,77200.0,2027-04-19
Unemployed,18 To 24,Ph.D,Fintech,Mumbai,High,16.0,57400.0,2027-04-20
Employed,35 - 44,Bachelors,Retail,Mumbai,Moderate,1.0,54900.0,2027-04-21
Unemployed,45-54,High School,Retail,Mumbai,Medium,16.0,77200.0,2027-04-22
Unemployed,25_34,Ph.D,Healthcare,Suburban,Medium,7.0,68300.0,2027-04-23
Employed,35 - 44,High School,Retail,Bangalore,Low,17.0,68700.0,2027-04-24
Unemployed,25_34,Phd,Healthcare,Urban,Low,10.0,90800.0,2027-04-25
Employed,45-54,Master,Retail,Urban,High,16.0,91400.0,2027-04-26
Unemployed,18 To 24,Master,Retail,Suburban,Low,29.0,115000.0,2027-04-27
Employed,18-24,Bachelor'S,Retail,Urban,High,5.0,87200.0,2027-04-28
Unemployed,35 - 44,Bachelors,Fintech,Rural,High,16.0,100100.0,2027-04-29
Unemployed,25-34,Bachelor'S,Fintech,Urban,High,16.0,58000.0,2027-04-30
Unemployed,35 - 44,Diploma,Technology,Suburban,Low,16.0,77200.0,2027-05-01
Unemployed,55+,Bachelor'S,Finance,Mumbai,Moderate,21.0,123600.0,2027-05-02
Unemployed,35 - 44,Diploma,Retail,Bangalore,High,21.0,141100.0,2027-05-03
Unemployed,45-54,Diploma,Retail,Urban,Moderate,16.0,77200.0,2027-05-04
Employed,25-34,Masters,Retail,Delhi,High,16.0,80700.0,2027-05-05
Unemployed,45-54,Bachelors,Healthcare,Rural,Low,16.0,47100.0,2027-05-06
Employed,25-34,Diploma,Healthcare,Delhi,High,6.0,77200.0,2027-05-07
Employed,18-24,Bachelors,Finance,Bangalore,High,16.0,77200.0,2027-05-08
Employed,35 - 44,Bachelor'S,Health,Bangalore,Low,16.0,50500.0,2027-05-09
Employed,18 To 24,High School,Finance,Rural,High,16.0,77200.0,2027-05-10
Unemployed,35 - 44,Bachelors,Health,Mumbai,High,16.0,77200.0,2027-05-11
Unemployed,25_34,High School,Education,Urban,High,13.0,43000.0,2027-05-12
Employed,18 To 24,Bachelors,Retail,Urban,High,12.0,41900.0,2027-05-13
Employed,18 To 24,High School,Retail,Bangalore,Low,19.0,5800.0,2027-05-14
Employed,18-24,Diploma,Finance,Delhi,Low,16.0,149300.0,2027-05-15
Employed,18 To 24,Bachelor'S,Health,Delhi,Low,16.0,6500.0,2027-05-16
Employed,25-34,Masters,Tech,Bangalore,Low,4.0,122500.0,2027-05-17
Employed,25_34,Masters,Retail,Mumbai,Moderate,16.0,140800.0,2027-05-18
Employed,18 To 24,Bachelors,Education,Hyderabad,Low,16.0,77200.0,2027-05-19
Employed,45-54,Master,Finance,Delhi,High,16.0,27100.0,2027-05-20
Employed,25_34,High School,Technology,Mumbai,High,16.0,110800.0,2027-05-21
Unemployed,25-34,High School,Tech,Rural,Low,16.0,18800.0,2027-05-22
Unemployed,25_34,Bachelor'S,Retail,Delhi,Low,20.0,77200.0,2027-05-23
Unemployed,25_34,High School,Retail,Suburban,Low,19.0,77200.0,2027-05-24
Unemployed,25_34,Phd,Retail,Delhi,Low,29.0,34700.0,2027-05-25
Unemployed,18-24,High School,Retail,Hyderabad,Medium,16.0,64100.0,2027-05-26
Unemployed,18 To 24,Masters,Healthcare,Bangalore,Moderate,2.0,77200.0,2027-05-27
Employed,45-54,Bachelors,Technology,Rural,High,16.0,16400.0,2027-05-28
Employed,18 To 24,Masters,Retail,Hyderabad,Low,14.0,14100.0,2027-05-29
Employed,25-34,Bachelor'S,Technology,Hyderabad,High,3.0,82900.0,2027-05-30
Employed,35 - 44,Phd,Retail,Delhi,Low,16.0,49700.0,2027-05-31
Employed,25_34,Phd,Health,Urban,Medium,0.0,77200.0,2027-06-01
Employed,25_34,Bachelors,Tech,Bangalore,Medium,16.0,118600.0,2027-06-02
Employed,18-24,Bachelors,Retail,Urban,Medium,16.0,77200.0,2027-06-03
Unemployed,25-34,Masters,Retail,Bangalore,High,16.0,77200.0,2027-06-04
Employed,18 To 24,High School,Finance,Bangalore,High,16.0,88600.0,2027-06-05
Employed,45-54,Ph.D,Health,Suburban,High,16.0,110000.0,2027-06-06
Employed,45-54,Bachelors,Health,Rural,High,2.0,20200.0,2027-06-07
Employed,45-54,Diploma,Retail,Hyderabad,Moderate,27.0,54800.0,2027-06-08
Unemployed,25-34,Phd,Retail,Bangalore,Low,22.0,77200.0,2027-06-09
Unemployed,25-34,Diploma,Education,Hyderabad,Medium,16.0,77200.0,2027-06-10
Unemployed,25-34,Ph.D,Retail,Urban,High,16.0,53100.0,2027-06-11
Employed,18 To 24,Masters,Retail,Urban,Low,16.0,39600.0,2027-06-12
Unemployed,25_34,Bachelor'S,Health,Urban,High,16.0,77200.0,2027-06-13
Employed,25-34,Phd,Finance,Bangalore,Medium,22.0,60300.0,2027-06-14
Unemployed,18 To 24,Bachelors,Tech,Delhi,High,15.0,77200.0,2027-06-15
Employed,55+,Master,Fintech,Urban,High,16.0,77200.0,2027-06-16
Unemployed,18 To 24,Diploma,Healthcare,Suburban,Moderate,16.0,50600.0,2027-06-17
Unemployed,45-54,High School,Fintech,Delhi,High,10.0,77200.0,2027-06-18
Employed,18 To 24,Masters,Retail,Hyderabad,Medium,16.0,115300.0,2027-06-19
Employed,18-24,High School,Finance,Hyderabad,High,16.0,70900.0,2027-06-20
Employed,25-34,High School,Retail,Rural,Low,16.0,26200.0,2027-06-21
Unemployed,25-34,Bachelors,Fintech,Urban,High,16.0,145300.0,2027-06-22
Unemployed,45-54,Bachelors,Tech,Bangalore,Medium,18.0,77200.0,2027-06-23
